NIK;CARDUID;COMMIT_DATE;PROVINSI_CODE;KABKOTA_CODE;INNER;OUTER;CREATEDDATE;UPDATEDDATE
-;8004033E12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004286612056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004282F12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004585012056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004486B12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004543612056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004246C12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004454912056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004104412056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004375012056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80040F4D12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043B7612056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004343912056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041E5E12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004502B12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80040A5312056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004425912056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004330712056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004233912056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004584212056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80040D4C12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041E1E12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800450426A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041C366A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044F176A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004534A6A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800413286A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800433706A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800431446A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800429736A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800434296A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80040F306A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800413466A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80040A31DAF76E80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042C556A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800438076A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044C416A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041C166A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043E146A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80040A496A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043A586A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800415296A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004203A6A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042D146A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044F3E6A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800446626A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004323D6A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800410326A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800428596A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800434626A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044B406A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043B3D6A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800411326A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800434046A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800450446A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800453276A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004543F6A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004151C6A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042A056A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800434156A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800457286A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800420366A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004083FDAF76E80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042D0C6A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800456256A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041B436A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800410316A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043C5E6A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800435046A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044D226A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800446176A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800454516A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800435206A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042F54DAF76E80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004243D6A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800435566A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004542B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004532B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043F2B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044E2B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004402B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800420364A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041F364A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800423364A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800427364A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800418364A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004512B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044D2B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004382B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043B2B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800424364A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041D364A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004412B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004392B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800423374A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800416374A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041B374A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800415374A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800411374A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800420374A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800419374A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800418374A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044C3B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800405374A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044B3B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004533B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004473B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004463B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004453B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043E3B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800437344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800441344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800438344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800439344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800444344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043C344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043D344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043A344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043F344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800440344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800447344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043E344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004310652036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043E3B52036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004341B52036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004273352036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004206352036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004522B52036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004203152036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044D1C52036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004524852036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004113B52036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004513852036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041F4052036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042E344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800426344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042F344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;800424344A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004393B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004263D4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004383B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041C334A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004373B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004171C6A036D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042E3B4A056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043B3D12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041E2B12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004350C12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042B2C12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004192612056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004321C12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041F3F12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004451812056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004594312056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004394512056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80045E4812056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044D3212056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004441112056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004382B12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004224912056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004084612056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004273D12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004536212056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004413A12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042A1912056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004511712056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004470A12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004290512056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004364E12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044C4312056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004473312056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004283812056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044E2812056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043E1D12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80045D3112056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004414A12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042A1012056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041D4712056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80040D5712056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004263912056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044A3112056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004474012056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004183812056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004383212056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004182F12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004411812056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004264F12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043E1812056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004215D12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042A3212056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80040B4012056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004451C12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041D4412056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043E3512056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044E1A12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004344812056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041B3112056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004414612056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004594212056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004414012056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042B1C12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041E4A12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004293812056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80040C3012056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004163B12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80045A3D12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044B3A12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004483512056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80040B4112056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043B5812056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80040F5512056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004513D12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041B2512056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004453B12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041A3B12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044C4E12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042D4512056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004482912056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004033D12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004310B12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042C2312056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004183612056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004063C12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004323C12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004401D12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004454412056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004215412056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004112012056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80040F3012056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004185912056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041B3412056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004430A12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80045B2512056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004153212056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044F6212056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004553312056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004451512056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004401012056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004053A12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80045A4C12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80040F2A12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004522412056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041C5512056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80043F3912056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80044017DAF76E80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004360312056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042E20DAF76E80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042A65DAF76E80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004223112056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80042A2612056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004451A12056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;80041A1312056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004300712056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
-;8004461612056D80;-;33;3306;22100001;2201100001;19/03/2022 07:25;20/04/2022 14:41
